Subcategory	Category	HPO_term	number	HPO_text	Subcategory_old_name
short stature / growth delay	4-Growth abnormalities of head	HP:0003498	16	Disproportionate short stature	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0001511	14	Intrauterine growth retardation	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0003502	5	Mild short stature	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0003508	2	Proportionate short stature	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0001518	4	Small for gestational age	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0009885	1	obsolete Prenatal short stature	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0003510	1	Severe short stature	4-Only short stature / growth delay
short stature / growth delay	4-Growth abnormalities of head	HP:0008897	1	Postnatal growth retardation	4-Only short stature / growth delay
abn. of teeth	5-Facial dysmorphism	HP:0000682	2	Abnormality of dental enamel	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000677	2	Oligodontia	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0005216	2	Impaired mastication	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000164	2	Abnormality of the dentition	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006483	2	Abnormal number of teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0009804	4	Reduced number of teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000678	1	Dental crowding	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006480	1	Premature loss of teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000689	1	Dental malocclusion	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0001572	1	Macrodontia	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006315	1	Single median maxillary incisor	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006335	1	Persistence of primary teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000670	1	Carious teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006482	1	Abnormality of dental morphology	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000691	1	Microdontia	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0006297	1	Hypoplasia of dental enamel	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000703	1	Dentinogenesis imperfecta	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000692	1	Misalignment of teeth	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0000668	3	Hypodontia	5-Abnormal teeths
abn. of teeth	5-Facial dysmorphism	HP:0010603	1	Odontogenic keratocysts of the jaw	5-Abnormal teeths
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000316	29	Hypertelorism	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000286	27	Epicanthus	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000278	23	Retrognathia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000369	23	Low-set ears	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000218	20	High palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000490	14	Deeply set eye	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000219	13	Thin upper lip vermilion	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000343	13	Long philtrum	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000175	12	Cleft palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000431	10	Wide nasal bridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000494	9	Downslanted palpebral fissures	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000601	9	Hypotelorism	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000463	9	Anteverted nares	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002162	6	Low posterior hairline	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000347	6	Micrognathia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000582	6	Upslanted palpebral fissure	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000664	6	Synophrys	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000325	6	Triangular face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011220	7	prominent forehead	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000201	4	Pierre-Robin sequence	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000322	5	Short philtrum	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011800	5	Midface retrusion	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000527	4	Long eyelashes	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000568	4	Microphthalmia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000574	4	Thick eyebrow	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000384	2	Preauricular skin tag	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000337	3	Broad forehead	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000319	3	Smooth philtrum	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0003196	3	Short nose	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000308	3	Microretrognathia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000687	2	Widely spaced teeth	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000411	3	Protruding ear	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000276	3	Long face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000311	3	Round face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0012745	3	Short palpebral fissure	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000470	3	Short neck	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009907	2	Attached earlobe	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0005280	2	Depressed nasal bridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000426	3	Prominent nasal bridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0012368	2	Flat face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000307	2	Pointed chin	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000294	2	Low anterior hairline	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000274	1	Small face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000280	5	Coarse facial features	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000358	5	Posteriorly rotated ears	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000637	5	Long palpebral fissure	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000324	4	Facial asymmetry	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000998	4	Hypertrichosis	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000368	4	Low-set, posteriorly rotated ears	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0045025	4	Narrow palpebral fissure	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000445	3	Wide nose	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002744	3	Bilateral cleft lip and palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0012471	3	Thick vermilion border	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011330	3	Metopic synostosis	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009890	3	High anterior hairline	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0010804	3	Tented upper lip vermilion	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0012811	1	Wide nasal ridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0004453	1	Overfolding of the superior helices	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000196	1	Lower lip pit	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0008501	1	Median cleft lip and palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000535	1	Sparse and thin eyebrow	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0003189	1	Long nose	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0004632	1	Cervical segmentation defect	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0400004	1	Long ear	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000202	1	Oral cleft	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0030791	1	Abnormal jaw morphology	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0008551	1	Microtia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000378	1	Cupped ear	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000455	1	Broad nasal tip	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0025386	1	Bitemporal hollowing	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002209	1	Sparse scalp hair	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0007874	1	Almond-shaped palpebral fissure	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000430	1	Underdeveloped nasal alae	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0100333	1	Unilateral cleft lip	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000303	1	Mandibular prognathia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000385	1	Small earlobe	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000232	1	Everted lower lip vermilion	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000158	1	Macroglossia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009118	1	Aplasia/Hypoplasia of the mandible	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000341	1	Narrow forehead	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000162	1	Glossoptosis	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000185	1	Cleft soft palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0430028	1	Hyperplasia of the maxilla	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002705	1	High, narrow palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000592	1	Blue sclerae	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000179	1	Thick lower lip vermilion	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002003	1	Large forehead	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000506	1	Telecanthus	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002007	1	Frontal bossing	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000176	1	Submucous cleft hard palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009099	2	Median cleft palate	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0005328	1	Progeroid facial appearance	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0001128	1	Trichiasis	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0010747	1	Medial flaring of the eyebrow	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011332	1	Hemifacial hypoplasia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000492	1	Abnormal eyelid morphology	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011263	1	Forward facing earlobe	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000348	1	High forehead	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000537	1	Epicanthus inversus	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0003194	1	Short nasal bridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009909	1	Uplifted earlobe	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0010763	1	Low insertion of columella	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0001596	3	Alopecia	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0001999	15	Abnormal facial shape	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000356	5	Abnormality of the outer ear	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000271	2	Abnormality of the face	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000309	1	Abnormality of the midface	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002693	1	Abnormality of the skull base	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0005288	1	Abnormality of the nares	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011245	1	Abnormality of superior crus of antihelix	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0430026	1	Abnormality of the shape of the midface	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000534	1	Abnormal eyebrow morphology	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000363	3	Abnormality of earlobe	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011338	1	Abnormality of mouth shape	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000168	2	Abnormality of the gingiva	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002307	1	Drooling	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011120	1	Concave nasal ridge	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000212	1	Gingival overgrowth	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000160	1	Narrow mouth	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0012473	1	Tongue atrophy	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0009755	1	Ankyloblepharon	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0002553	1	Highly arched eyebrow	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0011802	1	Hamartoma of tongue	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000414	1	Bulbous nose	5-Facial dysmorphism (without teeths)
facial dysmorphism, wo teeths	5-Facial dysmorphism	HP:0000475	1	Broad neck	5-Facial dysmorphism (without teeths)
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001763	20	Pes planus	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0001762	16	Talipes equinovarus	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002803	5	Congenital contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0006380	6	Knee flexion contracture	6-Abnormalities of the joints
abn. of the joints	6-AbnormalityConnective Tissue	HP:0002804	8	Arthrogryposis multiplex congenita	6-Abnormalities of the joints
